1,USA
2,USA
3,GBR
4,ROC
5,SRB
6,CHN
7,CHN
8,UKR
9,CHN
10,UKR
11,KUW
12,GER
13,GER
14,GBR
15,GER
16,GER
17,USA
18,ROC
19,ROC
20,MEX
21,MEX
22,AUS
23,CAN
24,GER
25,GER
26,CZE
27,CZE
28,HUN
29,MDA
30,POR
31,HUN
32,GBR
33,NED
34,ITA
35,AUS
36,SLO
37,ROC
38,IRL
39,PHI
40,ROC
41,KAZ
42,GBR
43,ROC
44,AZE
45,CUB
46,GHA
47,BRA
48,NZL
49,ROC
50,NED
51,THA
52,FIN
53,USA
54,IND
55,JPN
56,TPE
57,JPN
58,KAZ
59,ITA
60,GBR
61,AUS
62,ARM
63,UKR
64,UKR
65,COL
66,NED
67,USA
68,NZL
69,JPN
70,TPE
71,GER
72,TPE
73,GER
74,GER
75,GER
76,AUS
77,NZL
78,GBR
79,TUR
80,CHN
81,EGY
82,CRO
83,CUB
84,KOR
85,GBR
86,FRA
87,CIV
88,EGY
89,TUR
90,TPE
91,ROC
92,KOR
93,ISR
94,SRB
95,GBR
96,CAN
97,HKG
98,ROC
99,ROC
100,NED
101,ITA
102,ROC
103,EST
104,CZE
105,KOR
106,UKR
107,FRA
108,MAS
109,MAS
110,JPN
111,KOR
112,KOR
113,JPN
114,INA
115,IND
116,AUT
117,JPN
118,USA
119,KAZ
120,MGL
121,BLR
122,POL
123,IRI
124,USA
125,UZB
126,ROC
127,IND
128,ROC
129,SMR
130,AZE
131,JPN
132,KGZ
133,UKR
134,AZE
135,USA
136,EGY
137,GER
138,TUR
139,CHN
140,TUR
141,ROC
142,SRB
143,GER
144,CHN
145,ROC
146,BUL
147,USA
148,IRI
149,TUR
150,BUL
151,UKR
152,ITA
153,CUB
154,AUS
155,AUS
156,BRA
157,ESP
158,NZL
159,NZL
160,UKR
161,BRA
162,KOR
163,USA
164,JPN
165,JPN
166,ARM
167,TUR
168,GRE
169,NZL
170,TPE
171,SUI
172,GBR
173,JPN
174,CAN
175,FRA
176,AZE
177,NED
178,ROC
179,BRA
180,GER
181,BEL
182,AUT
183,BRA
184,KOR
185,KOR
186,MGL
187,UKR
188,MGL
189,FRA
190,ROC
191,HUN
192,UZB
193,POR
194,ROC
195,FRA
196,KAZ
197,ITA
198,CAN
199,ITA
200,GBR
201,JPN
202,USA
203,GBR
204,USA
205,ITA
206,JPN
207,KAZ
208,KAZ
209,ITA
210,ITA
211,USA
212,DOM
213,SYR
214,JPN
215,TPE
216,INA
217,INA
218,GEO
219,MEX
220,LAT
221,AUS
222,GBR
223,NED
224,KOR
225,HUN
226,BUR
227,KEN
228,NZL
229,NGR
230,ETH
231,BEL
232,AUS
233,JAM
234,CUB
235,CZE
236,CAN
237,USA
238,USA
239,JAM
240,USA
241,ESP
242,POL
243,NZL
244,CHN
245,GBR
246,POL
247,JAM
248,BLR
249,CUB
250,ETH
251,POL
252,KEN
253,USA
254,AUS
255,BRA
256,NED
257,UGA
258,BRA
259,AUT
260,USA
261,UKR
262,JPN
263,GRN
264,NED
265,GBR
266,USA
267,AUS
268,GER
269,ITA
270,FIN
271,AUS
272,DEN
273,AUS
274,USA
275,ITA
276,USA
277,BRA
278,BRA
279,ITA
280,CAN
281,SUI
282,GBR
283,CHN
284,SUI
285,USA
286,ESP
287,ESP
288,ESP
289,NED
290,GER
291,GER
292,NED
293,NED
294,NOR
295,CHN
296,GBR
297,FRA
298,FRA
299,GER
300,GER
301,SUI
302,ESP
303,NED
304,NED
305,NED
306,NED
307,DEN
308,DEN
309,CAN
310,CAN
311,AUT
312,ITA
313,ITA
314,CHN
315,CHN
316,CRO
317,AUT
318,TPE
319,UKR
320,HUN
321,EGY
322,TUR
323,CHN
324,KAZ
325,HKG
326,ITA
327,USA
328,TUR
329,TUR
330,JPN
331,JOR
332,KAZ
333,BLR
334,SUI
335,SUI
336,QAT
337,QAT
338,DEN
339,ROC
340,ROC
341,USA
342,DEN
343,ROC
344,ROC
345,USA
346,SMR
347,UKR
348,CAN
349,ITA
350,CHN
351,USA
352,USA
353,ROC
354,USA
355,UKR
356,SUI
357,CHN
358,CHN
359,CHN
360,GBR
361,JPN
362,AUS
363,GER
364,NED
365,USA
366,CAN
367,NED
368,AUS
369,SMR
370,USA
371,USA
372,ROC
373,ROC
374,CUB
375,CHN
376,USA
377,ROC
378,CZE
379,ITA
380,BUL
381,KOR
382,ROC
383,SRB
384,DEN
385,USA
386,USA
387,CAN
388,CAN
389,CHN
390,USA
391,USA
392,CHN
393,UKR
394,CHN
395,GER
396,GER
397,HUN
398,ESP
399,HUN
400,POL
401,POL
402,ITA
403,SUI
404,NED
405,BEL
406,GBR
407,UKR
408,USA
409,GBR
410,USA
411,ROC
412,CHN
413,BRA
414,CHN
415,TUR
416,PHI
417,PHI
418,USA
419,CHN
420,CHN
421,GBR
422,COL
423,GBR
424,GBR
425,RSA
426,CHN
427,CHN
428,CHN
429,CHN
430,SVK
431,GBR
432,ESP
433,CZE
434,NED
435,HUN
436,CHN
437,CHN
438,GBR
439,JOR
440,MKD
441,KOR
442,GBR
443,ROC
444,TUN
445,ESP
446,UKR
447,MAS
448,NED
449,NZL
450,DEN
451,DEN
452,NZL
453,JPN
454,ROC
455,ROU
456,ITA
457,ITA
458,HUN
459,ROC
460,CHN
461,CHN
462,CHN
463,CHN
464,CHN
465,CHN
466,CHN
467,TPE
468,USA
469,JPN
470,IND
471,CHN
472,ARM
473,BLR
474,AZE
475,IRI
476,KGZ
477,NGR
478,CHN
479,UKR
480,USA
481,GEO
482,HUN
483,JPN
484,BLR
485,GEO
486,KGZ
487,USA
488,ROC
489,ROC
490,CRO
491,ROC
492,CRO
493,SUI
494,CZE
495,USA
496,TPE
497,GER
498,CHN
499,CRO
500,ROC
501,ITA
502,ROC
503,CHN
504,ESP
505,JPN
506,SVK
507,USA
508,VEN
509,FRA
510,CUB
511,AUT
512,FRA
513,MGL
514,GEO
515,GEO
516,JPN
517,GEO
518,GER
519,KOR
520,TPE
521,SLO
522,FRA
523,BRA
524,BRA
525,JPN
526,BRA
527,ROC
528,ITA
529,INA
530,CHN
531,COL
532,DOM
533,GBR
534,ECU
535,IRI
536,TKM
537,ITA
538,VEN
539,IND
540,VEN
541,USA
542,ARM
543,GBR
544,GER
545,SWE
546,EGY
547,LTU
548,GBR
549,CHN
550,USA
551,USA
552,USA
553,KEN
554,NED
555,POL
556,USA
557,CUB
558,CZE
559,GER
560,USA
561,DOM
562,JAM
563,KEN
564,POR
565,KEN
566,USA
567,COL
568,ROC
569,CHN
570,USA
571,GER
572,BRN
573,NOR
574,ETH
575,GBR
576,FRA
577,USA
578,USA
579,USA
580,CAN
581,USA
582,SWE
583,NAM
584,AUS
585,JPN
586,COL
587,NED
588,KEN
589,USA
590,SWE
591,USA
592,AUS
593,JPN
594,USA
595,AUS
596,FRA
597,USA
598,HUN
599,SWE
600,SWE
601,SWE
602,GBR
603,GBR
604,GER
605,GER
606,CRO
607,FRA
608,FRA
609,POL
610,POL
611,NZL
612,NZL
613,SUI
614,SUI
615,NZL
616,NZL
617,FRA
618,FRA
619,ROU
620,ROU
621,ROC
622,ROC
623,ROC
624,GER
625,GER
626,NED
627,NED
628,NOR
629,UKR
630,AZE
631,CHN
632,AZE
633,JPN
634,ESP
635,KSA
636,TUR
637,ROC
638,AUS
639,AUS
640,ROC
641,ROC
642,SMR
643,UKR
644,CAN
645,ITA
646,CHN
647,USA
648,USA
649,ROC
650,USA
651,UKR
652,CHN
653,NED
654,CAN
655,GBR
656,HKG
657,CHN
658,NED
659,CAN
660,GBR
661,HKG
662,CHN
663,CHN
664,CHN
665,CHN
666,NED
667,SUI
668,BRA
669,UGA
670,RSA
671,CHN
672,HUN
673,ROC
674,USA
675,AUS
676,ESP
677,ESP
678,SVK
679,CHN
680,FRA
681,USA
682,CZE
683,USA
684,IRI
685,USA
686,GBR
687,CHN
688,CHN
689,USA
690,CUB
691,CUB
692,BRA
693,AUS
694,AUS
695,HUN
696,CHN
697,CHN
698,NZL
699,HUN
700,AUT
701,SLO
702,ECU
703,CUB
704,BRA
705,UZB
706,CUB
707,ROC
708,CUB
709,GBR
710,IRL
711,TUR
712,BUL
713,GBR
714,JPN
715,CUB
716,ROC
717,ROC
718,NED
719,GBR
720,BER
721,NOR
722,USA
723,CHN
724,JPN
725,CHN
726,CZE
727,GER
728,SLO
729,BRA
730,BLR
731,CHN
732,UZB
733,ROC
734,ROC
735,SRB
736,CRO
737,USA
738,ITA
739,THA
740,NED
741,GBR
742,CAN
743,GBR
744,GBR
745,GBR
746,USA
747,USA
748,CHN
749,HKG
750,HUN
751,FRA
752,ROC
753,TPE
754,TPE
755,INA
756,INA
757,CHN
758,CHN
759,DEN
760,CHN
761,ESP
762,SLO
763,ROC
764,JPN
765,ROC
766,ROC
767,JPN
768,USA
769,HUN
770,USA
771,JPN
772,IRI
773,GER
774,CUB
775,UKR
776,CUB
777,JPN
778,USA
779,JPN
780,ROC
781,ROC
782,ROC
783,GER
784,CRO
785,CRO
786,CZE
787,CZE
788,USA
789,CHN
790,BEL
791,GBR
792,KOR
793,CHN
794,ISR
795,CHN
796,USA
797,USA
798,GBR
799,AUS
800,KOS
801,JPN
802,JPN
803,JPN
804,JPN
805,JPN
806,JPN
807,KOS
808,CZE
809,GEO
810,JPN
811,JPN
812,FRA
813,JPN
814,JPN
815,AUS
816,JPN
817,JPN
818,KOR
819,TUR
820,CHN
821,PHI
822,CHN
823,CHN
824,CHN
825,CHN
826,GEO
827,TPE
828,CAN
829,CHN
830,CHN
831,QAT
832,ECU
833,UZB
834,GER
835,GER
836,GBR
837,GBR
838,GBR
839,KEN
840,POR
841,UGA
842,USA
843,GER
844,KEN
845,CHN
846,JAM
847,GRE
848,IND
849,POL
850,BAH
851,KEN
852,VEN
853,KEN
854,CHN
855,ITA
856,USA
857,POL
858,PUR
859,QAT
860,ITA
861,USA
862,POL
863,MAR
864,USA
865,CAN
866,ITA
867,SWE
868,USA
869,ETH
870,NOR
871,SWE
872,ROC
873,ITA
874,BAH
875,BEL
876,NOR
877,USA
878,USA
879,AUS
880,TUN
881,GBR
882,GBR
883,CAN
884,CHN
885,GBR
886,AUS
887,AUS
888,DEN
889,ITA
890,ITA
891,BRA
892,BRA
893,AUS
894,NED
895,CHN
896,GBR
897,GBR
898,GBR
899,GBR
900,SUI
901,GBR
902,ROU
903,ROU
904,ITA
905,ITA
906,CRO
907,CRO
908,NZL
909,NZL
910,NZL
911,IRL
912,IRL
913,FRA
914,FRA
915,GRE
916,BUL
917,ITA
918,SRB
919,EGY
920,ESP
921,JPN
922,IRI
923,FRA
924,ISR
925,USA
926,USA
927,NOR
928,NOR
929,SUI
930,CHN
931,CHN
932,CHN
933,GBR
934,JPN
935,AUS
936,GER
937,NED
938,USA
939,CAN
940,CHN
941,CHN
942,CHN
943,CHN
944,NED
945,SUI
946,BRA
947,UGA
948,RSA
949,CHN
950,HUN
951,CHN
952,CHN
953,CHN
954,JPN
955,JAM
956,AUS
957,JPN
958,ROC
959,USA
960,CHN
961,CHN
962,CHN
963,JPN
964,JAM
965,AUS
966,JPN
967,ROC
968,USA
969,NED
970,AUS
971,NED
972,AUS
973,ROC
974,USA
975,AUS
976,ROC
977,USA
978,AUS
979,NZL
980,USA
981,NZL
982,USA
983,NZL
984,USA
